Date,Max,Min
5/27/20,82,54
5/28/20,82,53
5/29/20,82,52
5/30/20,84,53
5/31/20,84,55
6/1/20,84,54
6/2/20,84,54
6/3/20,85,54
6/4/20,84,55
6/5/20,84,54
6/6/20,83,55
6/7/20,84,54
6/8/20,85,55
6/9/20,87,55
6/10/20,85,56
6/11/20,85,56
6/12/20,86,55
6/13/20,88,55
6/14/20,89,57
6/15/20,88,57
6/16/20,88,56
6/17/20,89,56
6/18/20,89,56
6/19/20,89,56
6/20/20,89,56
6/21/20,90,57
6/22/20,91,57
6/23/20,91,57
6/24/20,90,58
6/25/20,91,57
6/26/20,91,57
6/27/20,90,58
6/28/20,89,58
6/29/20,88,57
6/30/20,89,57
7/1/20,91,58
7/2/20,91,58
7/3/20,92,58
7/4/20,92,58
7/5/20,92,58
7/6/20,92,58
7/7/20,92,58
7/8/20,94,57
7/9/20,93,59
7/10/20,93,59
7/11/20,92,59
7/12/20,93,60
7/13/20,95,60
7/14/20,95,60
7/15/20,93,60
7/16/20,91,59
7/17/20,91,59
7/18/20,93,59
7/19/20,93,59
7/20/20,91,59
7/21/20,91,59
7/22/20,92,59
7/23/20,92,59
7/24/20,91,60
7/25/20,96,58
7/26/20,99,60
7/27/20,99,62
7/28/20,99,59
7/29/20,92,58
7/30/20,92,58
7/31/20,92,59
8/1/20,93,58
8/2/20,93,60
8/3/20,93,58
8/4/20,94,61
8/5/20,91,58
8/6/20,89,58
8/7/20,92,60
8/8/20,98,63
8/9/20,100,66
8/10/20,99,65
8/11/20,89,61
8/12/20,98,58
8/13/20,93,59
8/14/20,103,72
8/15/20,91,59
8/16/20,92,58
8/17/20,91,58
8/18/20,89,57
8/19/20,98,75
8/20/20,88,64
8/21/20,94,64
8/22/20,98,67
8/23/20,99,67
8/24/20,94,72
8/25/20,90,57
8/26/20,91,57
8/27/20,92,57
8/28/20,94,61
8/29/20,93,61
8/30/20,92,59
8/31/20,96,61
9/1/20,91,61
9/2/20,88,60
9/3/20,92,59
9/4/20,94,60
9/5/20,92,58
9/6/20,90,58
9/7/20,90,57
9/8/20,88,56
9/9/20,83,64
9/10/20,82,59
9/11/20,83,58
9/12/20,88,56
9/13/20,89,60
9/14/20,86,56
9/15/20,86,55
9/16/20,92,61
9/17/20,91,62
9/18/20,85,62
9/19/20,84,59
